Day,Month,Year,Content ID,Reaction Type,Content Type,Category,Sentiment,Score
Wed,Dec,2020,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,video,technology,negative,0
Tue,Oct,2020,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,video,technology,negative,0
Mon,Feb,2021,2893a837-3157-4bbd-918f-adc93b60480a,disgust,photo,healthy eating,negative,0
Sun,May,2021,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,audio,culture,negative,0
Thu,Oct,2020,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,audio,culture,negative,0
Thu,Dec,2020,27fffa3e-000d-4f29-9358-5b0d2280d18c,disgust,video,dogs,negative,0
Tue,Nov,2020,413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,photo,science,negative,0
Mon,Apr,2021,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,soccer,negative,0
Sun,Feb,2021,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,soccer,negative,0
Fri,Apr,2021,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,soccer,negative,0
Mon,Aug,2020,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,soccer,negative,0
Sun,Jan,2021,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,soccer,negative,0
Mon,Apr,2021,fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,photo,studying,negative,0
Mon,May,2021,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,fitness,negative,0
Wed,Sep,2020,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,fitness,negative,0
Fri,Aug,2020,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,fitness,negative,0
Tue,Jul,2020,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,fitness,negative,0
Sat,Aug,2020,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,fitness,negative,0
Tue,Aug,2020,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,video,dogs,negative,0
Thu,Sep,2020,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,video,dogs,negative,0
Tue,Mar,2021,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,disgust,audio,travel,negative,0
Mon,Mar,2021,748ab616-8066-4c61-b6af-d7442545d12a,disgust,audio,veganism,negative,0
Tue,Jun,2021,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,food,negative,0
Mon,Apr,2021,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,food,negative,0
Tue,Nov,2020,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,food,negative,0
Tue,Feb,2021,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,disgust,GIF,fitness,negative,0
Wed,Dec,2020,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,photo,science,negative,0
Fri,Sep,2020,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,photo,science,negative,0
Thu,Dec,2020,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,cooking,negative,0
Sat,Dec,2020,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,cooking,negative,0
Sun,Jun,2020,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,cooking,negative,0
Sun,Nov,2020,1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,video,public speaking,negative,0
Fri,Oct,2020,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,audio,studying,negative,0
Mon,Apr,2021,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,audio,studying,negative,0
Sat,Feb,2021,d16d21cd-30c7-4b1e-b50c-aff5808fe816,disgust,photo,fitness,negative,0
Tue,Sep,2020,27ec2b21-a749-4181-b182-150a174fc277,disgust,GIF,animals,negative,0
Mon,Mar,2021,27ec2b21-a749-4181-b182-150a174fc277,disgust,GIF,animals,negative,0
Thu,Jun,2021,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,photo,travel,negative,0
Wed,Mar,2021,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,photo,travel,negative,0
Wed,Oct,2020,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,disgust,video,food,negative,0
Sat,Apr,2021,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,soccer,negative,0
Wed,Nov,2020,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,soccer,negative,0
Sat,Dec,2020,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,soccer,negative,0
Sat,Jan,2021,496645a7-64f7-4c56-94f5-a71671cb262e,disgust,GIF,dogs,negative,0
Fri,Oct,2020,d6d4ec49-4210-44de-9f90-c93dfbeed084,disgust,video,tennis,negative,0
Sat,Mar,2021,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,food,negative,0
Sun,Sep,2020,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,food,negative,0
Sat,Jun,2020,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,food,negative,0
Tue,Dec,2020,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,food,negative,0
Fri,Sep,2020,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,negative,0
Thu,Aug,2020,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,negative,0
Tue,Mar,2021,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,negative,0
Mon,Sep,2020,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,GIF,science,negative,0
Wed,Jul,2020,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,GIF,science,negative,0
Thu,Jul,2020,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,audio,cooking,negative,0
Fri,Sep,2020,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,audio,cooking,negative,0
Sun,Dec,2020,ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,negative,0
Tue,Apr,2021,ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,negative,0
Fri,Aug,2020,ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,negative,0
Tue,Jul,2020,ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,negative,0
Fri,Jan,2021,ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,negative,0
Mon,Jul,2020,48a824bf-e495-4333-8acf-c800947ec2cd,disgust,audio,soccer,negative,0
Thu,Aug,2020,48a824bf-e495-4333-8acf-c800947ec2cd,disgust,audio,soccer,negative,0
Thu,Nov,2020,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,disgust,GIF,food,negative,0
Wed,Apr,2021,05776481-7b58-46d8-abf6-bf4de7831287,disgust,audio,travel,negative,0
Thu,Dec,2020,05776481-7b58-46d8-abf6-bf4de7831287,disgust,audio,travel,negative,0
Fri,Apr,2021,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,disgust,GIF,animals,negative,0
Thu,May,2021,8b51c05c-a8a2-4a6c-b031-165fb7bac840,disgust,video,dogs,negative,0
Tue,Oct,2020,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,disgust,GIF,veganism,negative,0
Thu,Mar,2021,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,audio,animals,negative,0
Wed,Jan,2021,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,audio,animals,negative,0
Fri,Apr,2021,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,video,fitness,negative,0
Wed,May,2021,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,video,fitness,negative,0
Mon,Jun,2020,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,photo,public speaking,negative,0
Sat,Jul,2020,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,photo,public speaking,negative,0
Mon,Aug,2020,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,photo,public speaking,negative,0
Thu,Mar,2021,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,photo,public speaking,negative,0
Sat,Jun,2021,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,photo,public speaking,negative,0
Mon,Dec,2020,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,GIF,cooking,negative,0
Fri,Feb,2021,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,GIF,cooking,negative,0
Mon,Mar,2021,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,audio,animals,negative,0
Fri,Jul,2020,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,audio,animals,negative,0
Thu,Aug,2020,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,audio,animals,negative,0
Fri,Oct,2020,1987b43d-bcb9-4ab0-8634-ef3623928e94,disgust,photo,education,negative,0
Tue,Sep,2020,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,audio,healthy eating,negative,0
Sun,Aug,2020,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,audio,healthy eating,negative,0
Sat,Jan,2021,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,audio,healthy eating,negative,0
Wed,Nov,2020,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,audio,healthy eating,negative,0
Sun,Dec,2020,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,audio,healthy eating,negative,0
Sun,Dec,2020,d029d393-b80b-4a56-9450-7645ee42da07,disgust,video,healthy eating,negative,0
Sat,Dec,2020,75747dd7-8dad-4f2f-9209-62765223f3af,disgust,photo,fitness,negative,0
Fri,Oct,2020,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,audio,studying,negative,0
Fri,Jun,2021,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,audio,studying,negative,0
Mon,May,2021,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,audio,studying,negative,0
Thu,Aug,2020,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,video,healthy eating,negative,0
Sat,Dec,2020,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,video,healthy eating,negative,0
Wed,Jan,2021,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,video,healthy eating,negative,0
Sat,Oct,2020,96209724-37a8-475b-b80a-03e96a7c33b1,disgust,GIF,fitness,negative,0
Fri,Aug,2020,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,GIF,healthy eating,negative,0
Mon,May,2021,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,GIF,healthy eating,negative,0
Wed,Aug,2020,a0606e08-1798-44f5-a575-28e82f79dfe3,disgust,video,veganism,negative,0
Sun,Nov,2020,a0606e08-1798-44f5-a575-28e82f79dfe3,disgust,video,veganism,negative,0
Mon,Aug,2020,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,disgust,audio,fitness,negative,0
Mon,Mar,2021,baf5959e-204c-4acc-838c-87617e79f448,disgust,GIF,fitness,negative,0
Mon,Aug,2020,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,photo,technology,negative,0
Thu,Feb,2021,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,photo,technology,negative,0
Sat,Mar,2021,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,photo,technology,negative,0
Thu,Mar,2021,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,photo,technology,negative,0
Fri,Mar,2021,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,photo,technology,negative,0
Thu,Apr,2021,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,GIF,food,negative,0
Fri,Feb,2021,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,GIF,food,negative,0
Fri,May,2021,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,GIF,food,negative,0
Wed,Jan,2021,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,GIF,food,negative,0
Tue,Jul,2020,60ca0278-5ed6-4669-939b-e6dc2021c07d,disgust,GIF,technology,negative,0
Tue,Dec,2020,13a4d35c-761c-47a3-b25b-5cc5825d04f2,disgust,photo,travel,negative,0
Wed,Apr,2021,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,disgust,photo,education,negative,0
Wed,Jul,2020,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,video,public speaking,negative,0
Mon,Jan,2021,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,video,public speaking,negative,0
Wed,Aug,2020,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,video,public speaking,negative,0
Thu,Apr,2021,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,video,soccer,negative,0
Tue,Oct,2020,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,video,soccer,negative,0
Tue,Feb,2021,7fe36d94-8867-4719-9c62-60b077cf5973,disgust,photo,travel,negative,0
Thu,Aug,2020,56df8914-9d42-434d-9612-6bb518dd641e,disgust,video,fitness,negative,0
Mon,Jul,2020,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,video,dogs,negative,0
Thu,Feb,2021,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,video,dogs,negative,0
Wed,Mar,2021,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,photo,veganism,negative,0
Tue,Sep,2020,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,video,public speaking,negative,0
Thu,Jun,2020,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,video,public speaking,negative,0
Mon,Jul,2020,19179d57-4950-4a98-87fa-98f824551a6f,disgust,photo,education,negative,0
Thu,Nov,2020,590873fc-e921-4396-a173-a43451675afc,disgust,GIF,studying,negative,0
Fri,Oct,2020,590873fc-e921-4396-a173-a43451675afc,disgust,GIF,studying,negative,0
Mon,Feb,2021,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,video,travel,negative,0
Sat,Aug,2020,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,video,travel,negative,0
Wed,Jun,2021,c7b02507-18a2-4169-91f1-4fc727c8bc03,disgust,GIF,dogs,negative,0
Sun,Oct,2020,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,video,cooking,negative,0
Mon,Oct,2020,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,video,cooking,negative,0
Thu,Jun,2020,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,photo,education,negative,0
Thu,Jan,2021,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,photo,education,negative,0
Sat,Oct,2020,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,photo,education,negative,0
Thu,Jan,2021,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,audio,animals,negative,0
Mon,Jan,2021,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,audio,animals,negative,0
Sat,Jan,2021,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,audio,animals,negative,0
Fri,Sep,2020,2240bbde-db67-4d73-b885-f0117b4b2080,disgust,video,food,negative,0
Tue,Sep,2020,8338222c-c31f-40f3-883c-44125f36bae8,disgust,video,education,negative,0
Thu,Jun,2021,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,audio,animals,negative,0
Sat,Apr,2021,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,audio,animals,negative,0
Wed,Feb,2021,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,audio,animals,negative,0
Wed,Nov,2020,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,audio,animals,negative,0
Wed,Sep,2020,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,GIF,animals,negative,0
Wed,Mar,2021,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,GIF,animals,negative,0
Tue,Nov,2020,b50871e0-183e-4a1d-884b-f20fb271041b,disgust,photo,cooking,negative,0
Tue,Mar,2021,802a8533-3051-4e2c-ad30-7751ece5d514,disgust,audio,food,negative,0
Fri,May,2021,8f12f846-7528-4516-aa7c-f937d868c904,disgust,GIF,culture,negative,0
Mon,Jun,2021,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,photo,studying,negative,0
Tue,Jun,2021,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,photo,studying,negative,0
Wed,Aug,2020,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,photo,studying,negative,0
Sun,Oct,2020,636e6499-b670-4cd4-a829-2c4c9e07db2a,disgust,photo,soccer,negative,0
Mon,Sep,2020,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,GIF,culture,negative,0
Mon,Aug,2020,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,GIF,culture,negative,0
Thu,Sep,2020,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,GIF,culture,negative,0
Mon,Sep,2020,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,GIF,culture,negative,0
Thu,Sep,2020,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,GIF,culture,negative,0
Sun,Mar,2021,9ec9b340-df2d-472f-9a7f-80b4790788e6,disgust,photo,travel,negative,0
Mon,Jan,2021,5c38166c-8305-4227-ad54-bad36df2a57a,disgust,video,fitness,negative,0
Mon,May,2021,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Sun,Apr,2021,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Fri,Dec,2020,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Mon,May,2021,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Fri,Jun,2020,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Fri,Aug,2020,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Thu,Jun,2020,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,photo,cooking,negative,0
Fri,Aug,2020,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,disgust,audio,tennis,negative,0
Tue,Dec,2020,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,audio,public speaking,negative,0
Sat,Jul,2020,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,audio,public speaking,negative,0
Mon,Jun,2021,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,audio,public speaking,negative,0
Sat,Feb,2021,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,audio,public speaking,negative,0
Fri,Mar,2021,05805658-8744-4cc4-825d-cbfed0ecea7c,disgust,photo,technology,negative,0
Sun,Jan,2021,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,GIF,fitness,negative,0
Wed,Sep,2020,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,GIF,fitness,negative,0
Wed,Nov,2020,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,GIF,fitness,negative,0
Fri,May,2021,e611ee64-7ada-428d-aa37-94c8c0782a91,disgust,GIF,cooking,negative,0
Wed,Nov,2020,e96d9fcb-b5be-4382-b809-6315dbe6f89a,disgust,photo,tennis,negative,0
Mon,May,2021,a7a7c909-15cb-4719-835b-cc9f835feb50,disgust,GIF,animals,negative,0
Thu,Apr,2021,77099957-1551-435e-b386-704d8b91a46e,disgust,audio,cooking,negative,0
Sat,Nov,2020,77099957-1551-435e-b386-704d8b91a46e,disgust,audio,cooking,negative,0
Sun,Dec,2020,77099957-1551-435e-b386-704d8b91a46e,disgust,audio,cooking,negative,0
Tue,Dec,2020,760e026f-8373-4aa4-acb5-03eb102fc733,disgust,audio,food,negative,0
Tue,Apr,2021,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,audio,tennis,negative,0
Mon,Nov,2020,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,audio,tennis,negative,0
Sun,Mar,2021,d03efe68-5986-48c4-8767-93b8f5881004,disgust,GIF,animals,negative,0
Mon,Apr,2021,4bdd31e0-2f59-4262-bcbe-546678a3d203,disgust,photo,healthy eating,negative,0
Wed,Sep,2020,11b96207-c1c5-4083-948d-2942684aae0d,disgust,photo,studying,negative,0
Fri,Nov,2020,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0
Wed,Dec,2020,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0
Fri,Apr,2021,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0
Tue,Aug,2020,693b5f91-52b1-4464-916c-91adccbec996,disgust,photo,culture,negative,0
Sat,Aug,2020,693b5f91-52b1-4464-916c-91adccbec996,disgust,photo,culture,negative,0
Fri,Sep,2020,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,disgust,video,studying,negative,0
Wed,Sep,2020,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,disgust,video,studying,negative,0
Fri,Jun,2021,42afb980-6f27-40d3-962e-bff8eada090f,disgust,GIF,culture,negative,0
Fri,Jan,2021,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,GIF,education,negative,0
Fri,Jan,2021,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,GIF,education,negative,0
Thu,Jul,2020,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,GIF,education,negative,0
Tue,Jul,2020,581634a6-14c7-4c0a-8c7f-34238e58cf6a,disgust,GIF,veganism,negative,0
Mon,May,2021,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,photo,food,negative,0
Sat,Nov,2020,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,photo,food,negative,0
Fri,Aug,2020,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,photo,food,negative,0
Tue,Sep,2020,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,photo,food,negative,0
Fri,Sep,2020,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,photo,food,negative,0
Tue,Jun,2020,194f1ad7-43bf-4cdd-a01b-e6947df47403,disgust,GIF,tennis,negative,0
Fri,Jul,2020,85e013ce-3474-4c9a-a4ea-7b726a29baae,disgust,GIF,animals,negative,0
Tue,Oct,2020,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,GIF,science,negative,0
Mon,Apr,2021,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,GIF,science,negative,0
Fri,Jan,2021,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,GIF,science,negative,0
Fri,Aug,2020,26ea4466-0d88-482a-afab-e502beb4a316,disgust,video,fitness,negative,0
Sun,Oct,2020,26ea4466-0d88-482a-afab-e502beb4a316,disgust,video,fitness,negative,0
Sun,Jul,2020,26ea4466-0d88-482a-afab-e502beb4a316,disgust,video,fitness,negative,0
Wed,Feb,2021,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,audio,tennis,negative,0
Thu,Mar,2021,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,audio,tennis,negative,0
Wed,Dec,2020,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,audio,tennis,negative,0
Sat,Oct,2020,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,audio,tennis,negative,0
Sat,Aug,2020,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,audio,tennis,negative,0
Wed,Jul,2020,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,audio,cooking,negative,0
Mon,Apr,2021,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,audio,cooking,negative,0
Sat,Feb,2021,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,GIF,food,negative,0
Thu,Oct,2020,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,GIF,food,negative,0
Tue,Dec,2020,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,GIF,food,negative,0
Sat,May,2021,b90bb1f2-9dbf-4802-a0e2-103dac50d272,disgust,video,fitness,negative,0
Tue,Jul,2020,b90bb1f2-9dbf-4802-a0e2-103dac50d272,disgust,video,fitness,negative,0
Sun,Jan,2021,4b582733-141e-488f-8d02-3c4b149815a5,disgust,photo,fitness,negative,0
Tue,Mar,2021,4e659bd8-44b6-41a3-893c-c528474a29c9,disgust,video,education,negative,0
Sat,Feb,2021,4e659bd8-44b6-41a3-893c-c528474a29c9,disgust,video,education,negative,0
Mon,Oct,2020,8866b759-c55c-4fd3-9753-8a69265c481e,disgust,video,science,negative,0
Fri,Feb,2021,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,GIF,cooking,negative,0
Tue,Jan,2021,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,GIF,cooking,negative,0
Thu,Jun,2021,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,GIF,cooking,negative,0
Sat,May,2021,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,GIF,cooking,negative,0
Mon,Sep,2020,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,GIF,travel,negative,0
Wed,Apr,2021,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,GIF,travel,negative,0
Wed,Mar,2021,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,GIF,travel,negative,0
Sun,Nov,2020,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,GIF,technology,negative,0
Mon,Mar,2021,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,GIF,technology,negative,0
Wed,Aug,2020,b2344491-76af-4b2c-b569-e9af85298b30,disgust,video,culture,negative,0
Mon,Apr,2021,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,photo,science,negative,0
Fri,Mar,2021,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,photo,science,negative,0
Thu,Dec,2020,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,photo,science,negative,0
Sun,Jul,2020,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Sat,Jul,2020,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Thu,Dec,2020,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Fri,Apr,2021,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Mon,Jan,2021,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Wed,Jan,2021,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,video,animals,negative,0
Mon,Aug,2020,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,audio,technology,negative,0
Mon,Nov,2020,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,audio,technology,negative,0
Wed,Sep,2020,e4827a5c-c604-4aad-b7ed-b396b3601b74,disgust,photo,education,negative,0
Mon,Jan,2021,e4827a5c-c604-4aad-b7ed-b396b3601b74,disgust,photo,education,negative,0
Wed,Aug,2020,0289b7bc-bc95-4f1d-83fe-9ca662194158,disgust,audio,tennis,negative,0
Sat,Apr,2021,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,video,education,negative,0
Mon,Sep,2020,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,video,education,negative,0
Mon,Sep,2020,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,video,education,negative,0
Mon,Dec,2020,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,video,education,negative,0
Sun,Nov,2020,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,video,education,negative,0
Wed,Oct,2020,03e51c25-cba9-471b-b627-f15550b83fca,disgust,GIF,veganism,negative,0
Fri,Jun,2020,daeddfcc-c030-4674-8317-56a23ab81799,disgust,audio,animals,negative,0
